ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Discovery Bibcode,Classification Bibcodes,Ext. catalog/s
11543,SN 2016bfy,11:26:10.371,+44:20:41.28,SN Ia,0.1,,,iPTF,iPTF,iPTF,iPTF,iPTF16sm,P48 - CFH12k,FTN - FLOYDS-N,1,1,,20.93,g-PTF,2016-02-10 10:47:03.000,Yaron,,2016TNSTR.230....1P,2016TNSCR.232....1P,
11542,SN 2016bfx,12:00:26.759,+31:35:54.72,SN Ia,0.17,,,iPTF,iPTF,iPTF,iPTF,iPTF16qz,P48 - CFH12k,Keck1 - LRIS,1,1,,20.69,g-PTF,2016-03-04 05:02:24.000,Yaron,,2016TNSTR.230....1P,2016TNSCR.232....1P,
11541,SN 2016bfw,07:56:26.499,+28:06:44.00,SN Ia,0.126,,,iPTF,iPTF,iPTF,iPTF,iPTF16qt,P48 - CFH12k,Keck1 - LRIS,1,1,,20.03,g-PTF,2016-03-05 03:50:24.000,Yaron,,2016TNSTR.230....1P,2016TNSCR.232....1P,
11540,SN 2016bfv,05:51:18.060,-38:18:53.20,SN II,0.01,IC2150,,BOSS,BOSS,ATLAS,BOSS,,Other - Other,UH88 - SNIFS,1,1,,16.4,Other-,2016-03-20 09:31:23.000,Parker,,2016TNSTR.228....1P,2016TNSCR.238....1S,
11539,SN 2016bfu,05:51:15.480,-38:19:02.20,SN Ia-91bg-like,0.01,IC2150,,BOSS,BOSS,ATLAS,BOSS,,Other - Other,UH88 - SNIFS,1,1,,15.7,Clear-,2016-03-20 09:31:23.000,Parker,,2016TNSTR.228....1P,2016TNSCR.238....1S,
11521,SN 2016bfc,16:41:09.710,+50:58:20.90,SN Ia,0.05,,,ATLAS,ATLAS,LCOGT SN-KP,ATLAS,ATLAS16agv,ATLAS-HKO - ATLAS-02,FTN - FLOYDS-N,1,1,,18.26,cyan-ATLAS,2016-03-11 14:09:36.000,Young,,2016TNSTR.221....1T,2016TNSCR.227....1H,
11517,SN 2016bey,11:37:40.230,+57:04:41.50,SN Ia,0.073,,,ATLAS,ATLAS,LCOGT SN-KP,ATLAS,ATLAS16ahj,ATLAS-HKO - ATLAS-02,FTN - FLOYDS-N,1,1,,18.43,cyan-ATLAS,2016-03-11 10:19:12.000,Young,,2016TNSTR.221....1T,2016TNSCR.226....1H,
11515,SN 2016bew,14:20:18.062,-22:11:20.62,SN Ia,0.054,,,LSQ,LSQ,None,LSQ,LSQ16acz,ESO-1m - QUEST,SALT - RSS,1,1,,21.6308,gr-LSQ,2016-03-04 07:11:16.000,Young,,2016TNSTR.222....1B,2016TNSCR.223....1J,
11514,SN 2016bev,07:47:50.210,-18:44:12.80,SN II,0.011,,,"ATLAS, LOSS","ATLAS, LOSS",LCOGT SN-KP,ATLAS; LOSS,ATLAS16ago,"ATLAS-HKO - ATLAS-02, Other - Other",FTS - FLOYDS-S,1,1,,17.78,cyan-ATLAS,2016-03-10 07:55:12.000,Young,,2016TNSTR.220....1T,2016TNSCR.236....1H,
11487,SN 2016bdu,13:10:13.951,+32:31:14.07,SN IIn,0.017,,,Pan-STARRS,Pan-STARRS,NUTS,Pan-STARRS,PS16bdu,PS1 - GPC1,NOT - ALFOSC,1,1,,20.8707,r-Sloan,2016-02-28 14:52:45.000,Young,,2016TNSTR.216....1C,2016TNSCR.766....1E,
11409,SN 2016bau,11:20:59.020,+53:10:25.60,SN Ib,0.003856,NGC 3631,,LOSS,LOSS,Padova-Asiago,LOSS,,Other - Other,Ekar - AFOSC,1,1,,17.8,Clear-,2016-03-13 23:22:33.000,Arbour,,2016TNSTR.215....1A,2016TNSCR.224....1B,
11407,SN 2016bas,07:38:05.530,-55:11:47.00,SN IIb,0.009,ESO-163-G011,,BOSS,BOSS,LCOGT SN-KP,BOSS,,Other - Other,FTS - FLOYDS-S,1,1,,16.8,Clear-,2016-03-12 12:16:29.000,Parker,,2016TNSTR.208....1P,2016TNSCR.219....1H,
11406,SN 2016bar,12:07:07.300,+53:40:06.30,SN II,0.059,MCG +09-20-097,0.0589,XTSS,XTSS,iPTF,,XTSS-16A,Other - Other,TNG - DOLORES,1,1,,19.9,B-Johnson,2016-03-05 16:47:59.000,Wang,,2016TNSTR.210....1N,2021TNSCR2567....1Y,
11401,SN 2016bam,07:46:52.720,+39:01:21.80,SN II,0.014,NGC2444,,LOSS,LOSS,LCOGT SN-KP,LOSS,,Other - Other,FTN - FLOYDS-N,1,1,,16.1,Clear-,2016-03-07 10:25:31.000,Tsuboi,,2016TNSTR.201....1T,2016TNSCR.213....1H,
11345,SN 2016ayi,12:20:38.700,+28:38:16.90,SN II,0.028,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",iPTF,ATLAS; GaiaAlerts,ATLAS16aen,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric",P200 - DBSP,1,1,,18.71,cyan-ATLAS,2016-03-03 12:14:24.000,Young,,2016TNSTR.203....1T,2021TNSCR2567....1Y,
11343,SN 2016ayg,07:30:17.400,+25:01:55.30,SN Ia,0.046,SDSS J073017.25+250153.5,,GaiaAlerts,GaiaAlerts,None,GaiaAlerts,PTSS-16hs,"Gaia - Gaia-photometric, Other - Other",Lijiang-2.4m - YFOSC,1,1,,18.3,r-Sloan,2016-03-10 11:32:00.000,Li,,2016TNSTR.200....1L,2016TNSCR.211....1Z,
11342,SN 2016ayf,13:45:00.521,+61:16:48.90,SN Ia,,CGCG 295-010,0.034811,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16cy,ASASSN-1 - Brutus,MDM-2.4 - OSMOS,1,1,,16.8,V-Johnson,2016-03-10 13:55:12.000,Brown, [Object redshift updated according to host-redshift by admin],2016TNSTR.202....1B,2016TNSCR1012....1F,
11303,SN 2016aws,10:19:34.615,-01:00:32.62,SN Ib,0.043,,,Pan-STARRS,Pan-STARRS,None,Pan-STARRS,PS16awz,PS1 - GPC1,SOAR - Goodman,1,1,,20.3773,w-P1,2016-03-06 09:00:50.000,Young,,2016TNSTR.197....1C,2016TNSCR.218....1P,
11286,SN 2016awb,13:57:59.786,-21:01:30.15,SN Ia-91T-like,0.15,,,Pan-STARRS,Pan-STARRS,None,Pan-STARRS,PS16awf,PS1 - GPC1,SOAR - Goodman,1,1,,20.1348,r-Sloan,2016-03-03 14:19:51.000,Young,,2016TNSTR.197....1C,2016TNSCR.218....1P,
11266,SN 2016avh,10:25:47.883,-11:25:17.60,SN IIb,0.038,,,Pan-STARRS,Pan-STARRS,None,Pan-STARRS,PS16ave,PS1 - GPC1,SOAR - Goodman,1,1,,19.3997,r-Sloan,2016-02-28 10:30:01.000,Young,,2016TNSTR.197....1C,2016TNSCR.218....1P,
11236,SN 2016aud,15:13:54.295,+04:45:26.14,SN Ia-91T-like,0.044,SDSS J151354.30+044525.7,0.041934,ASAS-SN,ASAS-SN,None,ASAS-SN,ASASSN-16ct,ASASSN-1 - Brutus,LT - SPRAT,1,1,,17.2,V-Johnson,2016-03-06 11:45:36.000,Stanek,,2016TNSTR.194....1F,2016TNSCR.198....1P,
11229,SN 2016atw,13:15:13.358,-17:33:43.63,SN Iax[02cx-like],0.065,,,Pan-STARRS,Pan-STARRS,None,Pan-STARRS,PS16atv,PS1 - GPC1,SOAR - Goodman,1,1,,19.4622,w-P1,2016-03-05 12:00:02.000,Young,,2016TNSTR.191....1C,2016TNSCR.218....1P,
11228,SN 2016atv,13:11:49.791,-08:52:24.46,SN Ia,0.045,,,Pan-STARRS,Pan-STARRS,None,Pan-STARRS,PS16atu,PS1 - GPC1,SALT - RSS,1,1,,17.5426,w-P1,2016-03-04 12:47:03.000,Young,,2016TNSTR.191....1C,2016TNSCR.199....1J,
11186,SN 2016asf,06:50:36.727,+31:06:45.36,SN Ia,0.021, KUG 0647+311,,ASAS-SN,ASAS-SN,DAO_OTS,ASAS-SN,ASASSN-16cs,ASASSN-1 - Brutus,Plaskett - Plaskett,1,1,,17.1,V-Johnson,2016-03-06 08:09:36.000,Stanek,,2016TNSTR.188....1C,2016TNSCR.193....1B,
11185,SN 2016ase,11:42:34.700,-25:54:45.30,SN II,0.015,ESO 504- G 009,,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",LCOGT SN-KP,ASAS-SN; GaiaAlerts,ASASSN-16cr,"ASASSN-2 - Cassius, Gaia - Gaia-photometric","FTN - FLOYDS-N, FTS - FLOYDS-S",1,1,,16.9,V-Johnson,2016-03-06 08:38:24.000,Stanek,,2016TNSTR.189....1S,2016TNSCR.214....1H,
11172,SN 2016arr,14:19:20.993,-20:57:06.19,SN Ia,,ESO 579- G 018,0.027132,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16cn,ASASSN-2 - Cassius,Magellan-Baade - MagE,1,1,,16.8,V-Johnson,2016-03-04 09:36:00.000,Stanek, [Object redshift updated according to host-redshift by admin],2016TNSTR.183....1M,2016TNSCR1010....1P,
11164,SN 2016arj,13:11:04.640,+49:19:04.50,SN Ia,0.06,,,iPTF,iPTF,iPTF,iPTF,iPTF16in,P48 - CFH12k,P200 - DBSP,1,1,,20.18,g-PTF,2016-02-09 12:26:04.000,iPTF_Bot1,,2016TNSTR.177....1F,2016TNSCR.182....1F,
11163,SN 2016ari,13:05:51.230,+46:58:23.07,SN Ia,0.12,,,iPTF,iPTF,iPTF,iPTF,iPTF16fs,P48 - CFH12k,P200 - DBSP,1,1,,20.3,g-PTF,2016-02-09 12:06:07.000,iPTF_Bot1,,2016TNSTR.177....1F,2016TNSCR.182....1F,
11162,SN 2016arh,11:10:06.280,+08:43:13.99,SN Ia,0.07,,,iPTF,iPTF,iPTF,iPTF,iPTF16fo,P48 - CFH12k,P200 - DBSP,1,1,,18.43,g-PTF,2016-02-03 11:39:31.000,iPTF_Bot1,,2016TNSTR.177....1F,2016TNSCR.182....1F,
11158,SN 2016ard,14:10:44.558,-10:09:35.42,SLSN-I,0.2025,,,Pan-STARRS,Pan-STARRS,None,Pan-STARRS,PS16aqv,PS1 - GPC1,MDM-2.4 - OSMOS,1,1,,18.85,r-Sloan,2016-02-16 00:00:00.000,Young,,2016TNSTR.175....1C,2018TNSCR1257....1C,
11157,SN 2016arc,03:19:21.271,+41:29:24.86,SN Ia,,NGC 1272,0.012725,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16ci,"ASASSN-1 - Brutus, ASASSN-2 - Cassius",MDM-2.4 - OSMOS,1,1,,16.5,V-Johnson,2016-02-26 05:45:36.000,Stanek, [Object redshift updated according to host-redshift by admin],2016TNSTR.173....1S,2017TNSCR..18....1C,
11154,SN 2016aqz,13:11:58.000,+14:33:58.98,SN Ia,0.0267,CGCG 101-008,0.026658,ASAS-SN,ASAS-SN,None,ASAS-SN,ASASSN-16ch,ASASSN-1 - Brutus,XLT - BFOSC,1,1,,16.9,V-Johnson,2016-03-01 14:24:00.000,Holoien,,2016TNSTR.168....1H,2016TNSCR.181....1R,
11151,SN 2016aqw,10:55:53.800,+36:51:47.60,SN II,0.0217,PGC 32850,,"XOSS, GaiaAlerts","XOSS, GaiaAlerts",None,GaiaAlerts; XOSS,,"Gaia - Gaia-photometric, Other - Other",Lijiang-2.4m - YFOSC,1,1,,18.0,Clear-,2016-02-29 20:12:10.000,Sun,,2016TNSTR.167....1L,2016TNSCR.180....1Z,
11150,SN 2016aqv,15:03:50.664,+48:22:50.02,SN IIn,0.0261,SDSS J150350.43+482250.7,0.026,,,None,,PTSS-16A,Other - Other,Lijiang-2.4m - YFOSC,1,1,,17.3,r-Sloan,2016-02-24 20:09:36.000,Wang,,2016TNSTR.166....1Y,2016TNSCR.172....1Z,
11148,SN 2016aqt,13:45:50.750,+26:47:47.40,SN Ia-pec,0.05,PGC 4384817,,POSS,POSS,"None, LCOGT SN-KP",POSS,,Other - Other,"FTS - FLOYDS-S, XLT - BFOSC",1,1,,16.7,Clear-,2016-02-28 10:34:54.000,Puckett,,2016TNSTR.165....1P,"2016TNSCR.181....1R, 2016TNSCR1120....1H",
11144,SN 2016aqp,04:48:43.400,-04:58:43.80,SN IIP,0.016,PGC 16065,,"POSS, GaiaAlerts","POSS, GaiaAlerts",None,GaiaAlerts; POSS,,"Gaia - Gaia-photometric, Other - Other",Lijiang-2.4m - YFOSC,1,1,,17.7,Clear-,2016-02-26 03:25:30.000,Puckett,,2016TNSTR.160....1G,2016TNSCR.161....1W,
11132,SN 2016aqf,05:46:23.907,-52:05:18.86,SN II,0.004,NGC 2101,0.004016,ASAS-SN,ASAS-SN,"LCOGT SN-KP, None",ASAS-SN,ASASSN-15cc,ASASSN-2 - Cassius,"FTS - FLOYDS-S, SALT - RSS",1,1,,15.8,V-Johnson,2016-02-26 04:33:36.000,Stanek,,2016TNSTR.155....1S,"2016TNSCR.162....1H, 2016TNSCR1119....1J",
11128,SN 2016aqb,11:21:58.377,-13:59:01.21,SN Ia,0.063,,,LSQ,LSQ,PESSTO,LSQ,LSQ16te,ESO-1m - QUEST,ESO-NTT - EFOSC2-NTT,1,1,,19.7165,gr-LSQ,2016-02-01 05:18:48.000,Young,,2016TNSTR.151....1B,2016TNSCR.158....1T,
11127,SN 2016aqa,11:23:52.743,-05:33:06.55,SN Ia,0.052,,,LSQ,LSQ,PESSTO,LSQ,LSQ16sf,ESO-1m - QUEST,ESO-NTT - EFOSC2-NTT,1,1,,21.3697,gr-LSQ,2016-02-08 05:30:11.000,Young,,2016TNSTR.151....1B,2016TNSCR.158....1T,
11126,SN 2016apz,12:54:46.194,-26:44:54.52,SN Ia,0.084,,,LSQ,LSQ,PESSTO,LSQ,LSQ16sy,ESO-1m - QUEST,ESO-NTT - EFOSC2-NTT,1,1,,20.3998,gr-LSQ,2016-02-07 05:37:32.000,Young,,2016TNSTR.151....1B,2016TNSCR.154....1T,
11036,SN 2016amn,12:40:43.833,+29:23:09.25,SN IIb,0.031,,,Pan-STARRS,Pan-STARRS,iPTF,Pan-STARRS,PS16anc,PS1 - GPC1,P200 - DBSP,1,1,,19.4044,r-Sloan,2016-02-15 10:59:22.000,Young,,2016TNSTR.152....1C,2021TNSCR2567....1Y,
11016,SN 2016alt,06:37:01.946,+44:15:24.01,SN Ia,0.09,,,Pan-STARRS,Pan-STARRS,None,Pan-STARRS,PS16amf,PS1 - GPC1,UH88 - SNIFS,1,1,,18.5607,r-Sloan,2016-02-14 05:41:32.000,Young,,2016TNSTR.152....1C,2016TNSCR.941....1H,
10966,SN 2016ajw,13:28:03.557,-31:45:25.87,SN Ia,0.045,,,LSQ,LSQ,PESSTO,LSQ,LSQ16gx,ESO-1m - QUEST,ESO-NTT - EFOSC2-NTT,1,1,,19.6003,gr-LSQ,2016-01-28 05:48:11.000,Young,,2016TNSTR.146....1B,2016TNSCR.149....1T,
10963,SN 2016ajt,13:05:36.920,+31:43:39.80,SN Ia,0.14,,,iPTF,iPTF,iPTF,iPTF,iPTF16t,P48 - CFH12k,LDT - Deveny-LMI,1,1,,20.12,g-PTF,2016-02-03 12:14:24.000,Yaron,,2016TNSTR.142....1H,2016TNSCR.144....1H,
10962,SN 2016ajs,08:16:46.980,+62:16:56.50,SN Ia,0.12,,,iPTF,iPTF,iPTF,iPTF,iPTF16jl,P48 - CFH12k,LDT - Deveny-LMI,1,1,,19.94,g-PTF,2016-02-10 08:52:48.000,Yaron,,2016TNSTR.142....1H,2016TNSCR.144....1H,
10961,SN 2016ajr,07:53:56.650,+33:01:00.50,SN Ia,0.17,,,iPTF,iPTF,iPTF,iPTF,iPTF16ig,P48 - CFH12k,LDT - Deveny-LMI,1,1,,20.87,g-PTF,2016-02-06 08:09:36.000,Yaron,,2016TNSTR.142....1H,2016TNSCR.144....1H,
10960,SN 2016ajq,07:48:50.300,-01:42:02.40,SN Ia,0.029,,,"iPTF, GaiaAlerts","iPTF, GaiaAlerts",iPTF,GaiaAlerts; iPTF,iPTF16fu,"Gaia - Gaia-photometric, P48 - CFH12k",LDT - Deveny-LMI,1,1,,20.11,R-PTF,2016-02-09 06:57:36.000,Yaron,,2016TNSTR.142....1H,2016TNSCR.144....1H,
10959,SN 2016ajp,07:52:21.120,+12:03:29.30,SN Ia,0.2,,,iPTF,iPTF,iPTF,iPTF,iPTF16eu,P48 - CFH12k,LDT - Deveny-LMI,1,1,,20.63,g-PTF,2016-02-06 08:09:36.000,Yaron,,2016TNSTR.142....1H,2016TNSCR.144....1H,
10958,SN 2016ajo,18:44:12.490,+24:09:29.70,SN Ib,0.016,,,"XOSS, LOSS","XOSS, LOSS",Padova-Asiago,LOSS; XOSS,,Other - Other,Ekar - AFOSC,1,1,,15.7,Clear-,2016-02-20 23:47:01.000,Xu,,2016TNSTR.143....1D,2016TNSCR.233....1T,
10955,SN 2016ajm,02:49:36.000,-31:13:24.10,SN Ia-91bg-like,0.024,2dFGRS TGS394Z183,0.0214,"TAROT, GaiaAlerts","TAROT, GaiaAlerts",PESSTO,GaiaAlerts; TAROT,,"Gaia - Gaia-photometric, Other - Other",ESO-NTT - EFOSC2-NTT,1,1,,16.9,R-Cousins,2016-02-20 02:15:17.000,Conseil,,2016TNSTR.140....1C,2016TNSCR.150....1T,
10954,SN 2016ajl,04:42:24.650,-21:43:27.60,SN Ia,0.07,,,,,LCOGT SN-KP,,,Other - Other,FTN - FLOYDS-N,1,1,,17.7,Clear-,2016-02-19 01:12:00.000,Pignata,,2016TNSTR.138....1P,2016TNSCR.141....1H,
10953,SN 2016ajk,19:19:26.500,+52:19:41.10,SN Ia,,CGCG 280-023,0.026618,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN; GaiaAlerts,ASASSN-16bx,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",MDM-2.4 - OSMOS,1,1,,16.9,V-Johnson,2016-02-18 15:36:00.000,Holoien, [Object redshift updated according to host-redshift by admin],2016TNSTR.134....1H,2016TNSCR1012....1F,
10946,SN 2016ajf,03:19:54.470,+41:33:53.50,SN Ia-91bg-like,0.0203,NGC1278,,,,None,,,Other - Other,Lijiang-2.4m - YFOSC,1,1,,16.9,Clear-,2016-02-18 10:27:05.000,Itagaki,,2016TNSTR.128....1I,2016TNSCR.136....1Z,
10945,SN 2016aje,09:29:12.248,+12:55:48.79,SN Ia,0.095,,,LSQ,LSQ,PESSTO,LSQ,LSQ16ol,ESO-1m - QUEST,ESO-NTT - EFOSC2-NTT,1,1,,18.5595,gr-LSQ,2016-02-10 02:02:06.000,Young,,2016TNSTR.124....1B,2016TNSCR.126....1T,
10942,SN 2016ajb,09:56:40.962,-10:38:32.95,SN Ia,0.069,,,LSQ,LSQ,PESSTO,LSQ,LSQ16pz,ESO-1m - QUEST,ESO-NTT - EFOSC2-NTT,1,1,,21.1234,gr-LSQ,2016-02-11 01:11:16.000,Young,,2016TNSTR.124....1B,2016TNSCR.133....1T,
10939,SN 2016aiy,13:08:25.400,-41:58:50.30,SN IIn,0.01,ESO 323-G084,,ASAS-SN,ASAS-SN,PESSTO,ASAS-SN,ASASSN-16bw,ASASSN-2 - Cassius,ESO-NTT - EFOSC2-NTT,1,1,,16.9,V-Johnson,2016-02-17 08:52:48.000,Holoien,,2016TNSTR.123....1B,2016TNSCR.150....1T,
10938,SN 2016aix,01:44:16.900,-41:53:37.10,SN Ia-91T-like,0.029,LCRS B014209.4-420839,,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",PESSTO,ASAS-SN; GaiaAlerts,ASASSN-16bv,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,16.4,V-Johnson,2016-02-16 00:57:36.000,Holoien,,2016TNSTR.122....1B,2016TNSCR.133....1T,
10930,SN 2016aip,06:07:17.333,+46:01:35.99,SN IIP,0.016,,,Pan-STARRS,Pan-STARRS,None,Pan-STARRS,PS16ajy,PS1 - GPC1,Lijiang-2.4m - YFOSC,1,1,,17.8556,r-Sloan,2016-02-14 05:32:03.000,Young,,2016TNSTR.118....1C,2016TNSCR.137....1Y,
10890,SN 2016ahb,13:33:16.865,-16:07:34.50,SN Ia,0.021,MCG -03-35-004,0.020457,SNHunt,SNHunt,PESSTO,CRTS; SNHunt,SNHunt309,Other - Other,ESO-NTT - EFOSC2-NTT,1,1,,18.9,V-crts-CRTS,2016-02-16 11:22:16.000,Drake,,2016TNSTR.119....1V,2016TNSCR.158....1T,
10866,SN 2016agd,12:26:59.558,+11:28:32.91,SN Ia,0.12,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",iPTF,iPTF; Pan-STARRS,PS16ahj,"P48 - CFH12k, PS1 - GPC1",LDT - Deveny-LMI,1,1,,19.5728,w-P1,2016-02-11 11:21:50.000,Young,,2016TNSTR.116....1C,2016TNSCR.144....1H,
10847,SN 2016afk,10:22:29.903,+15:05:47.73,SN Ia,0.045,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16agp,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.755,w-P1,2016-02-09 13:02:05.000,Young,,2016TNSTR.116....1C,2016TNSCR.126....1T,
10846,SN 2016afj,10:22:09.218,+15:28:19.32,SN IIn,0.081,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16ago,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.7956,w-P1,2016-02-09 13:02:05.000,Young,,2016TNSTR.116....1C,2016TNSCR.121....1F,
10838,SN 2016afb,07:40:29.609,+10:55:59.79,SN Ia,0.066,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16acs,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,17.72,r-Sloan,2016-01-29 00:00:00.000,Young,,2016TNSTR.110....1C,2017TNSCR.409....1Y,
10837,SN 2016afa,15:36:32.470,+16:36:36.70,SN II,0.007,NGC 5962,,XOSS,XOSS,PESSTO,XOSS,,"Other - Other, Sloan - SDSS-Spec",ESO-NTT - EFOSC2-NTT,1,1,,17.1,Clear-,2016-02-12 22:08:51.000,Sun,,2016TNSTR.111....1L,2016TNSCR.114....1T,
10836,SN 2016aez,05:31:18.160,-29:17:42.40,SN Ia,0.038,,,ATLAS,ATLAS,PESSTO,ATLAS,ATLAS16aas,ATLAS-HKO - ATLAS-02,ESO-NTT - EFOSC2-NTT,1,1,,18.12,cyan-ATLAS,2016-02-05 07:05:03.000,Smith,,2016TNSTR.109....1S,2016TNSCR.133....1T,
10835,SN 2016aey,09:54:38.690,+39:32:35.50,SN Ia,0.047,SDSS J095438.58+393227.0,0.047624,ATLAS,ATLAS,ATLAS,ATLAS,,ATLAS-HKO - ATLAS-02,UH88 - SNIFS,1,1,,18.13,orange-ATLAS,2016-01-28 00:37:05.000,Stalder,,2016TNSTR.107....1S,2016TNSCR.112....1S,
10834,SN 2016aex,15:45:30.314,-13:09:10.03,SN Ia,0.029,2MASX J15453055-1309057,0.02852,ASAS-SN,ASAS-SN,PESSTO,ASAS-SN,ASASSN-16br,ASASSN-1 - Brutus,ESO-NTT - EFOSC2-NTT,1,1,,16.8,V-Johnson,2016-02-12 13:26:24.000,Brown,,2016TNSTR.106....1B,2016TNSCR.114....1T,
10833,SN 2016aew,14:11:26.491,+01:17:09.47,SN Ia,0.025,IC 0986,0.025001,ASAS-SN,ASAS-SN,PESSTO,ASAS-SN,ASASSN-16bq,ASASSN-1 - Brutus,ESO-NTT - EFOSC2-NTT,1,1,,17.3,V-Johnson,2016-02-12 12:28:48.000,Brown,,2016TNSTR.106....1B,2016TNSCR.114....1T,
10801,SN 2016adq,14:06:44.500,+71:53:17.60,SN Ia,0.034194, CGCG 336-041,0.034194,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",Padova-Asiago,ASAS-SN; GaiaAlerts,ASASSN-16bp,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",Ekar - AFOSC,1,1,,16.2,V-Johnson,2016-02-09 14:24:00.000,Stanek,,2016TNSTR.100....1C,2016TNSCR.120....1T,
10800,SN 2016adp,03:21:42.430,+42:05:49.40,SN Ia,0.018,,,ATLAS,ATLAS,ATLAS,ATLAS,,ATLAS-HKO - ATLAS-02,UH88 - SNIFS,1,1,,16.5,orange-ATLAS,2016-01-21 19:29:13.000,Stalder,,2016TNSTR.101....1S,2016TNSCR.113....1T,
10799,SN 2016ado,02:03:05.790,-03:50:28.00,SN Ia,0.0425,,,ATLAS,ATLAS,ATLAS,ATLAS,,ATLAS-HKO - ATLAS-02,UH88 - SNIFS,1,1,,17.0,orange-ATLAS,2016-01-20 18:44:45.000,Stalder,,2016TNSTR.101....1S,2016TNSCR.113....1T,
10798,SN 2016adn,03:10:34.460,+04:16:10.80,SN Ia,0.0232,,,ATLAS,ATLAS,"DAO_OTS, ATLAS",ATLAS,,ATLAS-HKO - ATLAS-02,"Plaskett - Plaskett, UH88 - SNIFS",1,1,,16.5,cyan-ATLAS,2016-02-02 18:45:39.000,Stalder,,2016TNSTR.101....1S,"2016TNSCR.104....1B, 2016TNSCR1118....1T",
10796,SN 2016adl,11:51:56.200,-13:25:03.10,SN II,0.007,GALEXASC J115155.68-132459.3,,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",LCOGT SN-KP,ASAS-SN; GaiaAlerts,ASASSN-16bm,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",FTS - FLOYDS-S,1,1,,17.0,V-Johnson,2016-02-08 05:02:24.000,Brown,,2016TNSTR..93....1B,2016TNSCR.105....1H,
10795,SN 2016adk,11:42:26.700,-36:54:23.20,SN Ia,0.03,2MASX J11422674-3654256,0.029547,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",PESSTO,ASAS-SN; GaiaAlerts,ASASSN-16bl,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,17.3,V-Johnson,2016-02-08 05:16:48.000,Brown,,2016TNSTR..93....1B,2016TNSCR.114....1T,
10794,SN 2016adj,13:25:24.110,-43:00:57.50,SN Ib,,NGC 5128,,BOSS,BOSS,None,BOSS,,Other - Other,"LCO-duPont - WFCCD, Lijiang-2.4m - YFOSC",1,1,,14.0,Clear-,2016-02-08 13:26:43.000,Bock,,2016TNSTR..94....1M,"2016TNSCR..99....1Y, 2016TNSCR1117....1S",
10793,SN 2016adi,13:47:43.110,-30:55:57.02,SN Ia,0.015,NGC5292,,BOSS,BOSS,None,BOSS,,Other - Other,LCO-duPont - WFCCD,1,1,,17.3,Clear-,2016-02-03 12:53:38.000,Parker,,2016TNSTR..95....1P,2016TNSCR.117....1M,
10791,SN 2016adg,05:54:40.630,+15:10:27.44,SN IIP,0.013,UGC 3376,0.013139,LOSS,LOSS,LOSS,LOSS,,Other - Other,Keck1 - LRIS,1,1,,17.9,Clear-,2016-02-07 05:04:04.000,Zheng,,2016TNSTR..96....1Z,2016TNSCR.108....1Z,
10782,SN 2016acx,12:59:25.100,+27:44:24.30,SN Ia,0.022,2MASX J12592491+2744198,0.020221,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",PESSTO,ASAS-SN; GaiaAlerts,ASASSN-16bg,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,17.4,V-Johnson,2016-02-06 11:16:48.000,Brown,,2016TNSTR..85....1B,2016TNSCR.149....1T,
