ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Discovery Bibcode,Classification Bibcodes,Ext. catalog/s
15510,SN 2016hbj,00:18:23.818,+16:41:32.95,SN Ia,0.205,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16eny,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,20.73,w-P1,2016-10-06 11:00:57.000,PS1_Bot1,,2016TNSTR.783....1C,2016TNSCR.788....1F,
15504,SN 2016hbd,02:56:06.196,+27:42:05.55,SN IIP,0.022,,,Pan-STARRS,Pan-STARRS,None,Pan-STARRS,PS16eoa,PS1 - GPC1,NOT - ALFOSC,1,1,,17.45,w-P1,2016-10-08 09:43:12.000,PS1_Bot1,,2016TNSTR.783....1C,2016TNSCR.798....1T,
15502,SN 2016hbb,18:35:47.200,+22:28:30.18,SN II,0.013,UGC11289,0.013323,"LOSS, GaiaAlerts","LOSS, GaiaAlerts",LCOGT SN-KP,GaiaAlerts; LOSS,kait-16az,"Gaia - Gaia-photometric, Other - Other",FTN - FLOYDS-N,1,1,,18.6,Clear-,2016-10-09 03:30:30.000,Zheng,,2016TNSTR.781....1M,2016TNSCR.785....1H,
15498,SN 2016hax,21:36:02.280,+01:53:08.45,SN Ia,0.089,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bmh,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,19.26,G-Gaia,2016-10-02 23:12:28.000,Gaia_Bot1,,2016TNSTR.780....1D,2016TNSCR.788....1F,
15475,SN 2016haa,09:03:34.430,+41:42:46.08,SN Ia,0.04,2MASX J09033461+4142367 ,0.040476,"ASAS-SN, GaiaAlerts, Pan-STARRS","ASAS-SN, GaiaAlerts, Pan-STARRS",None,ASAS-SN; GaiaAlerts; Pan-STARRS,ASASSN-16lm,"ASASSN-1 - Brutus, Gaia - Gaia-photometric, PS1 - GPC1",NOT - ALFOSC,1,1,,17.3,V-Johnson,2016-10-09 14:38:24.000,Stanek,,2016TNSTR.775....1S,2016TNSCR.798....1T,
15473,SN 2016gzy,00:42:58.753,+31:02:12.15,SN Ia,0.116,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",iPTF,iPTF; Pan-STARRS,PS16eov,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,19.79,i-Sloan,2016-10-10 07:43:40.000,PS1_Bot1,,2016TNSTR.800....1C,2016TNSCR.871....1F,
15466,SN 2016gzr,02:42:34.615,+37:04:13.75,SN II,0.037,,,"ATLAS, iPTF","ATLAS, iPTF",iPTF,ATLAS; iPTF,ATLAS16dgh,"ATLAS-HKO - ATLAS-02, P48 - CFH12k",P60 - SEDM,1,1,,18.79,cyan-ATLAS,2016-10-07 11:12:28.000,ATLAS_Bot1,,2016TNSTR.773....1T,2021TNSCR2567....1Y,
15442,SN 2016gyt,19:00:32.429,+54:34:09.70,SN II,0.026,IRAS F18594+5429,,ASAS-SN,ASAS-SN,None,ASAS-SN,ASASSN-16ll,"ASASSN-1 - Brutus, ASASSN-2 - Cassius",NOT - ALFOSC,1,1,,17.1,V-Johnson,2016-09-26 06:43:12.000,Stanek,,2016TNSTR.768....1S,2016TNSCR.784....1T,
15438,SN 2016gyp,02:06:52.145,+42:32:13.04,SN II,0.07,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16gyp,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,19.221,g-PTF,2016-10-07 11:11:02.000,iPTF_Bot1,,2016TNSTR.808....1K,2016TNSCR.810....1Y,
15431,SN 2016gyi,00:54:15.825,-02:26:49.65,SN Ia,0.075,,,iPTF,iPTF,iPTF,iPTF,iPTF16gyi,P48 - CFH12k,P60 - SEDM,1,1,2016-11-02,20.2985,R-PTF,2016-10-07 08:42:43.000,iPTF_Bot1,,2016TNSTR.876....1K,2016TNSCR.871....1F,
15427,SN 2016gye,17:48:12.379,+17:37:31.58,SN Ia,0.021171,ARK 530,0.021171,ASAS-SN,ASAS-SN,None,ASAS-SN,ASASSN-16lg,ASASSN-1 - Brutus,NOT - ALFOSC,1,1,,16.2,V-Johnson,2016-10-06 04:48:00.000,Stanek,,2016TNSTR.768....1S,2016TNSCR.784....1T,
15426,SN 2016gyd,23:16:40.005,+29:53:43.73,SN Ia,0.117,,,iPTF,iPTF,iPTF,iPTF,iPTF16gyd,P48 - CFH12k,LDT - Deveny-LMI,1,1,2016-11-01,19.9992,R-PTF,2016-10-07 06:07:12.000,iPTF_Bot1,,2016TNSTR.860....1K,2016TNSCR.864....1F,
15412,SN 2016gxq,08:17:26.790,+21:41:25.69,SN Ia,0.015,UGC 4308  ,0.0119,"SNHunt, GaiaAlerts, Pan-STARRS","SNHunt, GaiaAlerts, Pan-STARRS",PESSTO,CRTS; GaiaAlerts; Pan-STARRS; SNHunt,,"Gaia - Gaia-photometric, Other - Other, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.9,V-crts-CRTS,2016-10-04 10:53:21.000,Drake,,2016TNSTR.763....1V,2016TNSCR.878....1P,
15411,SN 2016gxp,00:14:34.580,+48:15:08.03,SN Ia,0.0186,NGC 51,,"POSS, GaiaAlerts","POSS, GaiaAlerts",None,GaiaAlerts; POSS,,"Gaia - Gaia-photometric, Other - Other",Other - Other,1,1,,18.6,Clear-,2016-10-05 07:36:46.000,Puckett,,2016TNSTR.761....1G,2016TNSCR.793....1L,
15382,SN 2016gwm,23:48:42.077,+30:33:29.59,SN II,0.05,,,iPTF,iPTF,iPTF,iPTF,iPTF16gwm,P48 - CFH12k,P200 - DBSP,1,1,2016-10-29,19.106,g-PTF,2016-10-05 08:39:50.000,iPTF_Bot1,,2016TNSTR.851....1K,2016TNSCR.852....1Y,
15381,SN 2016gwl,09:23:28.020,-23:10:10.74,SN Ia,0.009,,,"GaiaAlerts, Pan-STARRS","GaiaAlerts, Pan-STARRS",PESSTO,GaiaAlerts; Pan-STARRS,Gaia16bkz,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,15.95,G-Gaia,2016-10-02 22:09:07.000,Gaia_Bot1,,2016TNSTR.759....1D,2016TNSCR.786....1F,
15350,SN 2016gvg,03:13:12.910,+02:08:36.71,SN Ia,0.048,GALEXASC J031313.01+020835.8,,"PTSS, Pan-STARRS","PTSS, Pan-STARRS",PESSTO,Pan-STARRS; PTSS,PTSS-16ppi,"CNEOST - STA1600, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,17.9,r-Sloan,2016-10-03 18:38:51.000,Li,,2016TNSTR.757....1X,2016TNSCR.764....1P,
15347,SN 2016gvd,01:20:22.630,-00:04:20.20,SN Ia,0.077,,,iPTF,iPTF,None,iPTF,,"Other - Other, P48 - CFH12k",Lijiang-2.4m - YFOSC,1,1,,18.6,Clear-,2016-10-09 22:39:24.000,Sárneczky,,2016TNSTR.801....1S,2016TNSCR.824....1Z,
15346,SN 2016gvc,02:15:22.180,-05:18:26.77,SN Ia,0.045,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16emb,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,18.36,z-Sloan,2016-09-30 14:57:07.000,PS1_Bot1,,2016TNSTR.751....1C,2016TNSCR.788....1F,
15338,SN 2016guu,23:54:57.930,-63:27:13.32,SN Ia,0.07,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bkr,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.31,G-Gaia,2016-09-30 15:57:36.000,Gaia_Bot1,,2016TNSTR.749....1D,2016TNSCR.764....1P,
15320,SN 2016guc,00:27:30.194,+30:59:36.98,SN Ia,0.031,CGCG500-22,,"SNHunt, Pan-STARRS","SNHunt, Pan-STARRS",ASAS-SN,CRTS; Pan-STARRS; SNHunt,,"Other - Other, PS1 - GPC1",MDM-2.4 - OSMOS,1,1,,18.5,V-crts-CRTS,2016-10-01 08:23:47.000,Drake,,2016TNSTR.744....1C,2016TNSCR.837....1B,
15310,SN 2016gts,21:00:18.355,+10:30:07.17,SN II,0.032,,,iPTF,iPTF,iPTF,iPTF,iPTF16gts,P48 - CFH12k,P200 - DBSP,1,1,2018-10-01,19.8,R-PTF,2016-10-01 05:25:26.000,iPTF_Bot1,,2018TNSTR1483....1K,2021TNSCR2567....1Y,
15309,SN 2016gtr,19:29:00.500,-51:58:16.07,SN Ia,0.014,GALEXASC J192901.47-515813.5,,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",PESSTO,ASAS-SN; GaiaAlerts,ASASSN-16lc,"ASASSN-1 - Brutus, ASASSN-2 - Cassius, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,16.0,V-Johnson,2016-09-30 02:09:36.000,Stanek,,2016TNSTR.743....1S,2016TNSCR.758....1F,
15308,SN 2016gtq,22:40:37.823,-01:38:28.28,SN Ia,0.059,,,ATLAS,ATLAS,PESSTO,ATLAS,ATLAS16dbc,ATLAS-HKO - ATLAS-02,ESO-NTT - EFOSC2-NTT,1,1,,18.48,cyan-ATLAS,2016-09-27 09:20:09.000,ATLAS_Bot1,,2016TNSTR.738....1T,2016TNSCR.788....1F,
15303,SN 2016gtl,00:21:58.896,+23:08:59.10,SN II,0.099,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",iPTF,iPTF; Pan-STARRS,PS16eqd,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,18.81,i-Sloan,2016-10-09 07:13:26.000,PS1_Bot1,,2016TNSTR.819....1C,2021TNSCR2567....1Y,
15294,SN 2016gtc,05:14:53.390,+06:15:16.90,SN II,0.03,PGC16977,,ISSP,ISSP,PESSTO,ISSP,,Other - Other,ESO-NTT - EFOSC2-NTT,1,1,,18.7,Clear-,2016-09-28 01:55:12.000,Ciabattari,,2016TNSTR.739....1C,2016TNSCR.746....1S,
15269,SN 2016gsn,02:29:17.448,+18:05:16.48,SN Ia,0.018,2MASXi J0229172+180515,,"ASAS-SN, Pan-STARRS","ASAS-SN, Pan-STARRS",PESSTO,ASAS-SN; Pan-STARRS,ASASSN-16la,"ASASSN-1 - Brutus, ASASSN-2 - Cassius, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,16.3,V-Johnson,2016-09-29 11:02:24.000,Stanek,,2016TNSTR.730....1S,2016TNSCR.746....1S,
15266,SN 2016gsk,20:41:09.964,-05:05:58.25,SN Ic,0.021,,,ATLAS,ATLAS,PESSTO,ATLAS,ATLAS16czw,ATLAS-HKO - ATLAS-02,ESO-NTT - EFOSC2-NTT,1,1,,17.71,cyan-ATLAS,2016-09-27 07:53:45.000,ATLAS_Bot1,,2016TNSTR.731....1T,2016TNSCR.746....1S,
15260,SN 2016gse,02:45:11.130,-09:07:13.25,SN Ia,0.043,,,ATLAS,ATLAS,PESSTO,ATLAS,ATLAS16czq,ATLAS-HKO - ATLAS-02,ESO-NTT - EFOSC2-NTT,1,1,,17.66,cyan-ATLAS,2016-09-28 13:14:52.000,ATLAS_Bot1,,2016TNSTR.731....1T,2016TNSCR.746....1S,
15259,SN 2016gsd,02:40:34.440,+19:16:59.90,SN II,0.06,,,,,None,,,Other - Other,NOT - ALFOSC,1,1,,17.7,Clear-,2016-09-29 17:36:40.000,Itagaki,,2016TNSTR.728....1I,2016TNSCR.784....1T,
15257,SN 2016gsb,06:04:28.200,-20:20:24.36,SN Ia,0.0097,ESO 555- G 029 ,0.00965,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",PESSTO,ASAS-SN; GaiaAlerts,ASASSN-16kz,"ASASSN-2 - Cassius, AST3 - AST3-Cam, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,15.9,V-Johnson,2016-09-29 06:43:12.000,Stanek,,2016TNSTR.730....1S,2016TNSCR.746....1S,
15255,SN 2016grz,01:55:32.950,+33:49:22.70,SN Ia,0.087,SDSS J015533.01+334921.3,,TNTS,TNTS,TNTS,TNTS,,BAO-0.6m - BATC,Lijiang-2.4m - YFOSC,1,1,,19.1,Clear-,2016-09-28 19:12:00.000,Li,,2016TNSTR.734....1X,2016TNSCR.748....1Z,
15245,SN 2016grp,01:39:06.650,-29:54:37.30,SN II,0.02,NGC 642,,,,PESSTO,,,Other - Other,ESO-NTT - EFOSC2-NTT,1,1,,17.5,Clear-,2016-09-21 22:29:16.000,Monard,,2016TNSTR.729....1M,2016TNSCR.742....1S,
15240,SN 2016grk,21:19:41.280,+21:57:56.27,SN II,0.018,UGC 11722,,"POSS, iPTF, GaiaAlerts, Pan-STARRS","POSS, iPTF, GaiaAlerts, Pan-STARRS",PESSTO,GaiaAlerts; iPTF; Pan-STARRS; POSS,,"Gaia - Gaia-photometric, Other - Other, P48 - CFH12k, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.7,Clear-,2016-09-30 05:29:57.000,Puckett,,2016TNSTR.741....1G,2016TNSCR.758....1F,
15239,SN 2016grj,21:38:24.607,-04:45:46.76,SN Ia,0.119,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16elm,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.54,w-P1,2016-09-26 07:13:26.000,PS1_Bot1,,2016TNSTR.733....1C,2016TNSCR.742....1S,
15237,SN 2016grh,21:25:40.667,-02:13:29.41,SN Ia,0.096,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16ell,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.23,w-P1,2016-09-26 07:12:00.000,PS1_Bot1,,2016TNSTR.733....1C,2016TNSCR.746....1S,
15230,SN 2016gra,02:15:54.456,+04:11:41.20,SN II,0.032,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16elt,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,20.09,w-P1,2016-09-27 10:59:31.000,PS1_Bot1,,2016TNSTR.733....1C,2016TNSCR.742....1S,
15225,SN 2016gqv,04:02:48.534,+01:58:15.57,SN Ic-pec,0.012,UGC 02936,,"POSS, Pan-STARRS","POSS, Pan-STARRS",PESSTO,Pan-STARRS; POSS,,"Other - Other, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.5,Clear-,2016-09-28 12:26:55.000,Puckett,,2016TNSTR.726....1G,2016TNSCR.764....1P,
15221,SN 2016gqr,00:10:56.191,+09:23:07.26,SN II,0.0275,,,iPTF,iPTF,iPTF,iPTF,iPTF16gqr,P48 - CFH12k,Keck1 - LRIS,1,1,2018-09-28,20.0644,R-PTF,2016-09-28 08:41:16.000,iPTF_Bot1,,2018TNSTR1461....1K,2021TNSCR2567....1Y,
15206,SN 2016gqc,05:08:05.220,-41:41:13.70,SN Ia,0.048,2MASX J05080487-4141151,0.04453,ASAS-SN,ASAS-SN,PESSTO,ASAS-SN,ASASSN-16kw,ASASSN-2 - Cassius,ESO-NTT - EFOSC2-NTT,1,1,,17.0,V-Johnson,2016-09-27 08:09:36.000,Holoien,,2016TNSTR.722....1H,2016TNSCR.736....1S,
15205,SN 2016gqb,05:07:39.670,-19:32:57.20,SN Ia,0.03,2MASX J05073951-1932539,0.030434,ASAS-SN,ASAS-SN,LCOGT SN-KP,ASAS-SN,ASASSN-16kv,ASASSN-2 - Cassius,FTS - FLOYDS-S,1,1,,17.1,V-Johnson,2016-09-27 05:31:12.000,Holoien,,2016TNSTR.722....1H,2016TNSCR.753....1H,
15175,SN 2016gox,00:12:28.230,+32:45:02.34,SN Ic-BL,0.042029,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",iPTF,iPTF; Pan-STARRS,PS16fcy,"P48 - CFH12k, PS1 - GPC1",P200 - DBSP,1,1,,19.64,i-Sloan,2016-10-10 07:33:36.000,PS1_Bot1,,2016TNSTR.931....1C,2021TNSCR2382....1S,
15172,SN 2016gou,18:08:06.501,+25:24:31.32,SN Ia,0.016,,,ATLAS,ATLAS,LCOGT SN-KP,ATLAS,ATLAS16cxr,ATLAS-HKO - ATLAS-02,FTN - FLOYDS-N,1,1,,17.64,orange-ATLAS,2016-09-22 05:58:33.000,ATLAS_Bot1,,2016TNSTR.718....1T,2016TNSCR.721....1H,
15167,SN 2016gop,21:00:02.390,+16:16:07.86,SN II,0.02,,,"iPTF, GaiaAlerts","iPTF, GaiaAlerts",iPTF,GaiaAlerts; iPTF,iPTF16gop,"Gaia - Gaia-photometric, P48 - CFH12k",P60 - SEDM,1,1,,18.3499,g-PTF,2016-09-26 04:23:31.000,iPTF_Bot1,,2016TNSTR.750....1K,2016TNSCR.752....1Y,
15164,SN 2016gom,03:18:13.240,-50:53:05.32,SN Ia,0.062,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bjz,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.56,G-Gaia,2016-09-23 21:28:48.000,Gaia_Bot1,,2016TNSTR.715....1D,2016TNSCR.736....1S,
15162,SN 2016gok,14:32:41.460,+52:04:50.84,SN Ia,0.086,,,GaiaAlerts,GaiaAlerts,None,GaiaAlerts,Gaia16bjx,Gaia - Gaia-photometric,NOT - ALFOSC,1,1,,18.82,G-Gaia,2016-09-23 18:27:21.000,Gaia_Bot1,,2016TNSTR.715....1D,2016TNSCR.745....1P,
15161,SN 2016goj,22:33:13.730,-40:38:35.84,SN II,0.039,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bjv,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,17.69,G-Gaia,2016-09-22 04:17:45.000,Gaia_Bot1,,2016TNSTR.715....1D,2016TNSCR.746....1S,
15122,SN 2016gmw,01:04:33.530,-01:59:02.13,SN Ia,0.06,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16gmw,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,17.9125,g-PTF,2016-09-24 09:53:16.000,iPTF_Bot1,,2016TNSTR.732....1K,2016TNSCR.735....1P,
15119,SN 2016gmt,01:01:31.363,+38:32:42.52,SN Ia,0.15,,,iPTF,iPTF,iPTF,iPTF,iPTF16gmt,P48 - CFH12k,P60 - SEDM,1,1,2016-10-27,19.7729,R-PTF,2016-09-24 12:10:04.000,iPTF_Bot1,,2016TNSTR.841....1K,2016TNSCR.843....1H,
15107,SN 2016gmh,00:56:06.587,+14:20:44.66,SN Ia,0.08389,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",iPTF,iPTF; Pan-STARRS,PS16enk,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,19.08,w-P1,2016-10-06 11:08:09.000,PS1_Bot1,,2016TNSTR.783....1C,2016TNSCR.843....1H,
15106,SN 2016gmg,21:23:41.850,+33:06:52.78,SN Ia,0.049,2MASX J21234100+3307075,0.049,"PTSS, GaiaAlerts","PTSS, GaiaAlerts",PTSS,GaiaAlerts; PTSS,PTSS-16opy,"CNEOST - STA1600, Gaia - Gaia-photometric",Lijiang-2.4m - YFOSC,1,1,,18.8,r-Sloan,2016-09-23 11:31:47.000,Li,,2016TNSTR.712....1T,2016TNSCR.737....1Z,
15101,SN 2016gmb,00:34:44.670,-06:09:34.39,SN Ia,0.058,GALEXASC J003445.02-060936.8,,PTSS,PTSS,PESSTO,PTSS,PTSS-16oqc,CNEOST - STA1600,ESO-NTT - EFOSC2-NTT,1,1,,17.9,r-Sloan,2016-09-23 15:58:27.000,Li,,2016TNSTR.713....1X,2016TNSCR.714....1A,
15099,SN 2016glz,00:05:53.593,+08:25:48.58,SN Ia,0.02,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16glz,"Other - Other, P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,17.8559,R-PTF,2016-09-23 10:27:50.000,iPTF_Bot1,,2016TNSTR.732....1K,2016TNSCR.735....1P,
15091,SN 2016glr,00:07:51.919,-25:15:09.20,SN Ia,0.156,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16ejr,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.73,r-Sloan,2016-09-21 09:56:09.000,PS1_Bot1,,2016TNSTR.708....1C,2016TNSCR.714....1A,
15089,SN 2016glp,23:36:14.007,+23:41:45.37,SN Ia,0.087,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",PESSTO,iPTF; Pan-STARRS,PS16ejp,"P48 - CFH12k, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.49,i-Sloan,2016-09-19 12:02:52.000,PS1_Bot1,,2016TNSTR.708....1C,2016TNSCR.714....1A,
15088,SN 2016glo,02:39:43.345,-16:00:08.26,SN Ib/c,0.055,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16ekc,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.71,i-Sloan,2016-09-22 12:44:38.000,PS1_Bot1,,2016TNSTR.708....1C,2016TNSCR.736....1S,
15080,SN 2016glg,01:07:21.978,+04:11:32.97,SN Ia,0.1,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16glg,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,19.019,g-PTF,2016-09-23 12:12:57.000,iPTF_Bot1,,2016TNSTR.732....1K,2016TNSCR.735....1P,
15075,SN 2016glb,02:10:08.160,-48:38:24.32,SN II,0.046,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bjo,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.89,G-Gaia,2016-09-21 21:37:26.000,Gaia_Bot1,,2016TNSTR.707....1D,2016TNSCR.714....1A,
15067,SN 2016gkt,23:59:26.189,-24:25:26.73,SN Ia,0.051,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16ejh,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,17.59,r-Sloan,2016-09-21 09:07:12.000,PS1_Bot1,,2016TNSTR.703....1C,2016TNSCR.714....1A,
15062,SN 2016gko,17:20:57.550,+24:54:35.28,SN Ia,0.06,,,GaiaAlerts,GaiaAlerts,NUTS,GaiaAlerts,Gaia16bji,Gaia - Gaia-photometric,NOT - ALFOSC,1,1,,18.1,G-Gaia,2016-09-20 23:47:02.000,Gaia_Bot1,,2016TNSTR.701....1D,2016TNSCR.754....1E,
15060,SN 2016gkm,08:42:53.060,+25:04:15.31,SN Ib/c,0.017,,,"GaiaAlerts, iPTF, Pan-STARRS","GaiaAlerts, iPTF, Pan-STARRS",None,GaiaAlerts; iPTF; Pan-STARRS,Gaia16bjf,"Gaia - Gaia-photometric, P48 - CFH12k, PS1 - GPC1",Other - Other,1,1,,17.21,G-Gaia,2016-09-21 07:33:36.000,Gaia_Bot1,,2016TNSTR.701....1D,2019TNSCR1236....1G,
15054,SN 2016gkg,01:34:14.440,-29:26:24.22,SN IIb,0.0049,NGC 613,0.00492,"Pan-STARRS, GaiaAlerts","Pan-STARRS, GaiaAlerts",None,GaiaAlerts; Pan-STARRS,,"Gaia - Gaia-photometric, Other - Other, PS1 - GPC1","SALT - RSS, SOAR - Goodman",1,1,,17.6,Clear-,2016-09-20 05:57:45.000,Otero,,2016TNSTR.695....1O,"2016TNSCR.699....1J, 2016TNSCR1131....1K",
15052,SN 2016gke,00:56:11.500,-46:44:35.84,SN Ia,0.082,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bjd,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,19.25,G-Gaia,2016-09-06 21:37:26.000,Gaia_Bot1,,2016TNSTR.697....1D,2016TNSCR.714....1A,
15051,SN 2016gkd,02:21:22.270,-42:20:39.41,SN Ia-91bg-like,0.057,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bjc,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.95,G-Gaia,2016-09-18 23:18:14.000,Gaia_Bot1,,2016TNSTR.697....1D,2016TNSCR.710....1S,
15044,SN 2016gjw,08:29:33.080,+29:58:55.63,SN Ia,0.065,,,"GaiaAlerts, iPTF","GaiaAlerts, iPTF",iPTF,GaiaAlerts; iPTF,Gaia16biv,"Gaia - Gaia-photometric, P48 - CFH12k",P60 - SEDM,1,1,,18.74,G-Gaia,2016-09-19 03:17:16.000,Gaia_Bot1,,2016TNSTR.697....1D,2016TNSCR.871....1F,
15014,SN 2016gis,17:53:44.210,-00:26:06.11,SN Ia,0.024,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bij,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.95,G-Gaia,2016-09-17 23:22:33.000,Gaia_Bot1,,2016TNSTR.689....1D,2016TNSCR.700....1S,
15010,SN 2016gio,20:41:57.260,-40:28:20.46,SN Ia,0.094,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bif,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.81,G-Gaia,2016-09-16 10:30:43.000,Gaia_Bot1,,2016TNSTR.689....1D,2016TNSCR.717....1S,
15007,SN 2016gil,08:10:13.710,+33:57:25.67,SN II,0.018,,,"GaiaAlerts, Pan-STARRS","GaiaAlerts, Pan-STARRS",None,GaiaAlerts; Pan-STARRS,Gaia16bic,"Gaia - Gaia-photometric, PS1 - GPC1",LT - SPRAT,1,1,,18.0,G-Gaia,2016-09-17 07:30:43.000,Gaia_Bot1,,2016TNSTR.689....1D,2016TNSCR.704....1F,
14990,SN 2016ghu,04:27:03.260,-06:10:24.24,SN Ia,0.031,,,"GaiaAlerts, Pan-STARRS","GaiaAlerts, Pan-STARRS",None,GaiaAlerts; Pan-STARRS,Gaia16bhj,"Gaia - Gaia-photometric, PS1 - GPC1",NOT - ALFOSC,1,1,,17.33,G-Gaia,2016-09-15 02:41:16.000,Gaia_Bot1,,2016TNSTR.687....1D,2016TNSCR.784....1T,
14985,SN 2016ghp,04:20:53.440,-03:09:38.74,SN Ia,0.041,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bhh,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,17.53,G-Gaia,2016-09-14 04:24:57.000,Gaia_Bot1,,2016TNSTR.680....1D,2016TNSCR.710....1S,
14984,SN 2016gho,04:17:50.460,-04:47:42.32,SN Ia,0.038,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bhg,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,17.07,G-Gaia,2016-09-14 08:41:16.000,Gaia_Bot1,,2016TNSTR.680....1D,2016TNSCR.714....1A,
14978,SN 2016ghi,02:55:02.360,-23:09:44.75,SN Ic,0.042,,,"GaiaAlerts, Pan-STARRS","GaiaAlerts, Pan-STARRS",PESSTO,GaiaAlerts; Pan-STARRS,Gaia16bgz,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.63,G-Gaia,2016-09-13 09:08:38.000,Gaia_Bot1,,2016TNSTR.680....1D,2016TNSCR.710....1S,
